id,asking_price,body_corp,internal_m2,balcony_m2,beds,suburb,livability,condition,has_cladding,travel_time_mins,sold_date,has_parking,has_storage,has_solar,north_facing,near_shops,outdoor_space,label
2508,727000,2067,112,10.2,3,St Kilda,20,new,False,24,,False,True,False,False,True,False,0
4682,617000,1062,111,11.4,3,Sunbury,9,good,False,47,,False,False,False,False,False,False,0
8403,477000,2744,86,4.9,1,Box Hill,14,new,False,54,,False,False,False,True,True,True,0
4748,634000,2291,103,10.7,3,Sunbury,9,new,False,45,,True,True,True,,True,True,0
17147,752000,1786,105,9.4,3,Brunswick,12,good,False,28,,False,True,False,False,True,True,0
17711,556000,2913,106,1.5,2,Werribee,8,needs TLC,False,40,,False,True,False,,True,False,0
17392,680000,2505,78,15.8,2,St Kilda,20,needs TLC,False,19,,False,False,False,False,True,False,0
16721,603000,1831,96,2.3,2,Box Hill,14,needs TLC,False,19,,True,,False,False,False,False,0
13345,546000,3059,75,2.7,1,Melbourne CBD,15,needs TLC,False,25,,True,False,,False,True,True,0
10595,867000,2076,116,8.5,3,Brunswick,12,needs TLC,False,5,,False,False,True,True,True,False,0
1810,288000,1936,63,4.6,1,Geelong,11,needs TLC,False,79,,,False,False,True,False,False,0
16913,488000,1920,99,3.3,2,Sunbury,9,good,False,74,,True,False,True,True,True,False,0
14016,658000,1934,85,11.7,2,Brunswick,12,good,False,18,,False,True,,False,True,,0
16418,491000,1639,97,7.3,2,Sunbury,9,good,False,53,,False,True,False,,True,True,0
19272,703000,2006,96,13.6,2,Melbourne CBD,15,needs TLC,False,19,,True,False,False,False,,False,0
1716,332000,2520,64,13.2,1,Sunbury,9,good,False,61,,False,,False,True,False,,0
7615,740000,3047,97,12.1,3,Brunswick,12,new,False,21,,True,False,False,False,True,True,0
8677,649000,1444,68,6.4,2,Melbourne CBD,15,needs TLC,True,8,,True,False,False,True,True,False,1
6437,427000,1724,108,9.7,2,Geelong,11,good,False,60,,False,True,False,,True,True,0
13323,661000,1712,105,13.6,2,Melbourne CBD,15,new,False,5,,True,False,False,False,True,True,0
5829,548000,2725,102,7.9,2,Werribee,8,needs TLC,False,40,,False,,False,False,False,False,0
10663,628000,1825,118,8.2,2,Balwyn,22,good,False,20,,False,True,False,False,False,,1
14282,584000,2561,88,7.0,1,Brunswick,12,good,False,8,,True,False,,False,False,False,0
7352,784000,1114,112,9.3,3,Footscray,10,good,False,16,,False,True,False,False,True,True,0
14622,377000,1452,72,11.3,1,Sunbury,9,good,False,42,,,False,False,False,,False,0
17412,756000,2875,110,3.7,3,St Kilda,20,good,False,11,,True,False,False,False,False,,0
1251,744000,2380,98,10.0,3,Melbourne CBD,15,good,False,6,,True,False,False,True,True,True,0
6930,419000,3055,88,15.8,2,Geelong,11,good,False,48,,True,False,False,False,True,True,0
18162,572000,1784,111,8.5,2,Brunswick,12,good,False,5,,False,True,False,,True,True,1
16506,573000,1215,84,4.0,2,Werribee,8,new,True,19,,,True,False,True,True,False,0
12929,439000,1711,81,1.6,1,Box Hill,14,new,False,38,,True,,False,False,True,True,0
13777,804000,2652,118,11.2,4,Balwyn,22,new,False,38,,True,,False,False,True,True,0
12940,775000,1426,123,12.2,3,Melbourne CBD,15,new,True,19,,False,True,False,False,,False,0
4862,473000,1337,77,12.5,1,Werribee,8,new,False,37,,True,False,False,False,False,True,0
2304,668000,2525,95,0.7,2,Carlton,18,good,False,23,,True,False,False,False,False,False,0
6909,819000,3522,116,14.9,4,Balwyn,22,good,False,19,,True,False,False,False,True,False,0
18655,845000,3139,121,6.4,4,Balwyn,22,new,False,23,,False,True,False,False,True,False,0
11730,626000,2922,96,9.8,2,Brunswick,12,good,False,12,,True,False,False,False,False,False,0
8911,613000,2534,76,14.5,2,Footscray,10,needs TLC,True,33,,True,False,False,,,True,1
8582,619000,2572,92,6.4,2,Footscray,10,needs TLC,False,14,,True,False,True,False,True,False,0
19353,692000,2194,125,14.6,3,Werribee,8,good,False,40,,False,False,True,True,True,True,0
18352,490000,2063,85,2.3,2,Sunbury,9,good,False,41,,True,False,False,False,True,True,0
8251,302000,1777,72,16.1,1,Geelong,11,good,False,82,,,False,False,,True,False,0
15987,725000,2047,84,11.2,2,Melbourne CBD,15,good,False,5,,True,False,False,True,True,False,1
6681,406000,1770,95,11.2,2,Sunbury,9,good,False,41,,True,False,False,True,True,False,0
12396,581000,2375,71,16.3,1,Footscray,10,good,False,20,,True,False,,,False,True,0
10854,611000,1697,80,1.3,2,Richmond,16,good,False,41,,True,True,False,False,False,True,0
16879,684000,1299,92,6.3,2,Carlton,18,good,False,12,,True,False,False,,,False,0
2823,469000,1567,61,2.4,1,Sunbury,9,needs TLC,False,25,,False,False,,False,True,False,0
15948,554000,1016,71,4.4,1,Richmond,16,good,False,12,,True,False,False,False,False,True,0
1974,690000,1914,111,22.8,3,Footscray,10,good,False,33,,True,False,,False,,False,0
19701,721000,1684,116,17.3,3,Brunswick,12,good,False,13,,True,False,False,True,,False,0
268,530000,1521,94,7.6,2,Brunswick,12,needs TLC,False,16,,True,,False,True,True,True,0
10925,404000,3519,94,9.8,2,Geelong,11,good,False,90,,True,False,False,,True,True,0
15500,624000,2890,101,10.4,2,Balwyn,22,good,False,20,,False,True,False,False,False,False,0
2771,627000,1319,101,14.1,3,Werribee,8,new,False,12,,,True,False,,True,True,0
2330,655000,733,117,13.2,2,Brunswick,12,good,False,11,,True,False,False,False,True,True,0
13361,724000,2586,110,15.6,3,Brunswick,12,new,False,23,,True,False,False,True,True,True,0
13168,630000,1046,84,3.0,2,St Kilda,20,good,False,17,,True,,False,True,False,True,0
11700,573000,2594,107,1.0,2,Brunswick,12,good,False,36,,False,True,,False,True,True,1
7992,494000,2043,69,13.8,1,St Kilda,20,needs TLC,False,11,,True,False,False,False,,True,0
13913,535000,2157,108,9.4,2,Werribee,8,good,False,52,,False,False,False,False,True,True,0
17292,414000,2916,70,13.6,1,Sunbury,9,good,False,46,,True,,True,False,True,False,0
319,915000,3323,149,9.4,4,Carlton,18,good,False,23,,True,False,False,True,True,False,0
1537,393000,3078,68,7.4,1,Sunbury,9,new,False,44,,False,True,,True,True,False,0
1472,629000,3073,100,7.3,2,St Kilda,20,good,False,21,,True,True,False,False,True,False,0
14496,654000,1768,95,10.3,2,Richmond,16,good,False,34,,True,False,False,False,True,True,0
1370,525000,2775,82,10.6,1,Balwyn,22,good,True,45,,True,True,,False,True,False,0
741,603000,2412,94,15.9,2,Box Hill,14,good,False,19,,True,False,False,False,True,False,0
9363,503000,776,73,7.8,1,Box Hill,14,good,False,45,,True,False,False,True,False,True,0
1189,683000,3847,79,2.2,2,Carlton,18,good,False,15,,False,True,False,False,False,,0
10866,655000,2374,100,5.6,2,Footscray,10,needs TLC,False,10,,,False,False,False,False,True,0
15417,390000,2226,102,7.4,2,Sunbury,9,good,False,54,,True,,,True,False,False,0
17312,380000,1990,92,16.6,2,Geelong,11,good,False,78,,False,False,False,True,True,True,0
19261,676000,2243,82,1.6,2,Box Hill,14,good,False,50,,False,False,False,False,False,True,0
7384,652000,2473,88,5.1,2,Carlton,18,good,False,12,,True,False,False,False,,False,0
3488,546000,2096,106,15.8,2,Werribee,8,good,False,46,,,False,False,False,True,True,0
6045,621000,1877,104,7.5,2,Melbourne CBD,15,needs TLC,False,5,,True,False,True,,True,False,0
19438,586000,1390,126,8.2,3,Sunbury,9,good,False,36,,False,False,False,True,True,True,0
11527,675000,2684,93,3.9,2,Melbourne CBD,15,good,False,5,,False,False,False,,False,False,0
1234,698000,1945,116,7.2,3,Balwyn,22,good,False,36,,False,True,False,False,True,True,0
9870,969000,3037,140,11.2,4,Melbourne CBD,15,new,False,5,,True,,False,False,False,False,0
13221,389000,1154,107,16.8,2,Geelong,11,good,False,69,,True,False,False,False,True,False,0
14761,812000,3232,124,16.5,4,Richmond,16,good,True,10,,,False,False,True,True,True,0
11445,629000,1784,109,9.4,3,Sunbury,9,good,False,45,,True,False,True,True,True,True,0
8982,423000,2633,90,5.6,2,Geelong,11,new,False,58,,True,False,False,False,True,True,0
15348,672000,1290,124,8.7,3,Sunbury,9,good,False,46,,False,,False,False,True,True,0
15763,582000,3258,80,3.9,1,Richmond,16,new,False,26,,True,True,False,False,True,,0
1292,610000,4592,80,8.1,2,Richmond,16,needs TLC,False,10,,True,False,False,True,True,True,0
10209,683000,3184,123,10.4,3,Richmond,16,needs TLC,True,6,,False,False,False,True,True,True,0
16359,429000,1263,74,13.0,1,Werribee,8,needs TLC,False,50,,False,True,False,False,True,True,0
10425,775000,2170,127,16.8,3,Footscray,10,good,False,8,,True,True,False,,False,True,0
7863,753000,675,135,11.8,4,Werribee,8,good,False,12,,True,False,False,False,True,False,0
15059,629000,2250,109,22.4,3,Werribee,8,good,False,28,,True,True,False,False,,True,1
15915,410000,2071,87,7.3,2,Geelong,11,new,False,78,,True,False,False,False,True,False,0
563,713000,1656,104,11.7,3,Carlton,18,new,False,9,,True,,,False,True,True,0
1032,656000,1007,84,8.1,2,Brunswick,12,needs TLC,False,30,,True,True,,False,False,,1
5766,784000,1429,116,13.5,3,Brunswick,12,needs TLC,False,13,,,False,True,False,True,False,0
17566,442000,3112,106,14.7,2,Geelong,11,needs TLC,False,59,,False,False,False,False,False,True,0
17947,527000,1707,98,10.4,2,Werribee,8,good,False,52,,True,True,False,True,True,True,0
18941,638000,3765,121,12.2,3,Sunbury,9,good,False,62,,True,False,False,False,True,False,0
7059,573000,2707,77,4.9,1,Footscray,10,good,False,43,,False,True,False,False,True,False,0
4378,807000,1926,123,15.1,3,Richmond,16,new,False,15,,True,False,,False,False,False,0
16931,701000,2342,124,12.4,3,St Kilda,20,good,False,38,,True,False,False,False,True,False,1
12055,618000,2761,108,7.1,2,Footscray,10,good,False,16,,True,False,False,False,False,True,1
6977,505000,2209,130,11.8,3,Geelong,11,good,True,61,,False,True,,False,True,False,0
17280,670000,1425,91,4.8,2,Footscray,10,good,False,18,,False,False,False,,False,True,0
18720,638000,2864,109,10.8,3,Werribee,8,new,False,45,,True,False,True,False,True,True,0
17222,848000,2145,151,7.3,4,Balwyn,22,needs TLC,False,16,,True,True,,False,,False,0
5713,555000,2915,107,7.5,2,Werribee,8,good,False,33,,False,False,False,False,True,False,0
7641,822000,1902,109,17.5,3,St Kilda,20,needs TLC,False,12,,True,False,True,False,True,True,0
1250,642000,1827,101,5.3,2,Melbourne CBD,15,good,False,10,,,False,False,True,True,False,0
16792,629000,3005,108,7.3,2,St Kilda,20,needs TLC,False,7,,True,False,False,False,True,False,0
18730,521000,1801,85,13.1,2,Sunbury,9,good,False,52,,True,False,False,False,True,True,0
2219,540000,3221,107,9.4,2,Sunbury,9,new,False,44,,False,False,True,True,False,False,0
11630,618000,971,144,12.0,4,Geelong,11,good,False,66,,True,True,True,False,False,False,0
17970,711000,3667,124,12.7,3,Footscray,10,new,False,5,,True,False,False,False,True,False,0
16385,365000,2615,108,16.1,2,Geelong,11,needs TLC,True,50,,,True,False,False,True,True,0
16868,607000,2685,99,1.4,2,Richmond,16,good,False,15,,False,False,False,False,True,True,1
16822,642000,2155,89,2.3,2,Footscray,10,new,False,5,,True,True,False,False,False,True,0
12496,510000,3758,75,10.0,1,Balwyn,22,good,False,9,,True,True,False,False,True,False,0
15027,755000,2945,124,8.4,3,Carlton,18,good,False,22,,False,True,False,True,True,True,0
9593,577000,1863,91,8.6,2,Werribee,8,new,False,43,,False,False,False,False,True,False,0
6335,440000,781,90,10.1,2,Geelong,11,good,False,71,,True,,False,False,True,True,0
4550,507000,2441,66,4.7,1,Box Hill,14,new,False,31,,True,False,,True,True,,0
12811,736000,1277,113,5.9,3,Richmond,16,good,False,19,,False,False,False,True,True,False,0
7045,798000,2237,102,11.3,3,Carlton,18,good,True,5,,False,False,False,True,True,False,0
11554,602000,2500,77,13.3,1,Richmond,16,good,True,6,,True,False,True,False,True,True,0
12253,596000,3191,84,12.1,2,Werribee,8,good,False,37,,True,,False,,,True,0
2355,648000,2148,102,2.6,2,St Kilda,20,new,False,20,,True,False,False,False,True,False,0
10032,664000,2417,86,5.4,2,Balwyn,22,needs TLC,False,21,,False,False,False,False,True,False,0
14835,744000,1979,104,5.9,3,Balwyn,22,needs TLC,False,5,,False,True,False,True,,True,0
16453,404000,2731,60,2.9,1,Sunbury,9,needs TLC,False,43,,False,False,True,False,True,,1
5328,896000,2003,147,14.7,4,St Kilda,20,new,False,5,,True,True,False,False,True,True,0
1435,611000,1531,129,10.1,3,Werribee,8,new,False,35,,False,True,False,False,True,,0
265,928000,1780,132,16.0,4,Balwyn,22,new,False,27,,True,False,False,True,False,False,0
8325,513000,1281,75,15.0,1,Richmond,16,new,False,9,,True,True,False,True,False,False,0
18131,563000,2151,76,5.7,1,St Kilda,20,good,False,23,,True,False,False,False,True,True,0
14277,784000,2200,115,9.4,3,Carlton,18,good,False,5,,True,True,False,False,False,False,0
10690,671000,2491,91,12.0,2,Carlton,18,good,False,7,,False,True,False,False,True,False,0
17616,642000,3658,119,6.9,3,Sunbury,9,needs TLC,False,54,,True,,False,True,True,True,0
18453,420000,1501,74,8.0,1,Sunbury,9,new,False,34,,False,,False,True,True,False,0
6348,867000,2908,138,12.0,4,St Kilda,20,needs TLC,False,10,,,True,False,False,True,,0
8585,850000,2448,149,15.3,4,Richmond,16,needs TLC,False,19,,True,False,False,False,True,False,0
3379,534000,2885,83,5.0,1,Brunswick,12,needs TLC,False,23,,True,False,False,False,False,True,0
13956,790000,2588,128,17.4,3,Brunswick,12,needs TLC,False,21,,True,False,False,False,True,False,0
15475,524000,2622,73,9.1,1,Richmond,16,good,False,5,,False,True,True,False,True,True,0
8621,827000,3037,115,17.6,3,Melbourne CBD,15,good,False,11,,False,True,False,False,True,False,0
1438,627000,2313,104,18.4,2,Brunswick,12,needs TLC,False,5,,False,False,False,False,True,False,0
15415,692000,2181,151,15.6,4,Werribee,8,good,False,39,,,False,False,True,True,False,0
7961,800000,1303,116,5.1,3,Melbourne CBD,15,good,False,36,,True,False,False,,False,True,0
18942,722000,1371,112,10.4,3,Box Hill,14,good,False,10,,False,False,False,False,False,True,0
4693,522000,2802,101,14.1,2,Sunbury,9,needs TLC,False,47,,False,False,False,True,True,True,0
7442,589000,2597,119,12.4,3,Werribee,8,new,False,18,,,False,False,False,True,False,0
6256,655000,3308,80,11.7,1,Carlton,18,needs TLC,False,14,,False,False,False,True,True,False,0
19943,873000,176,141,12.8,4,Footscray,10,new,False,5,,True,True,False,False,True,True,0
8595,691000,2581,90,4.7,2,St Kilda,20,good,False,5,,False,True,True,,True,False,0
18299,821000,2198,122,10.9,3,Footscray,10,good,False,33,,False,False,False,True,False,False,0
14456,447000,2294,105,3.1,2,Sunbury,9,good,False,43,,True,,False,False,False,False,1
66,771000,3234,116,16.6,3,Richmond,16,good,False,29,,False,True,False,True,True,True,1
13308,760000,2417,134,14.1,3,Brunswick,12,good,False,26,,False,False,False,False,True,True,0
16115,411000,1571,96,1.2,2,Geelong,11,new,False,80,,True,True,True,True,True,False,0
17987,485000,2122,89,3.2,1,Box Hill,14,good,False,26,,False,False,True,False,True,True,0
6186,778000,1414,111,18.0,3,St Kilda,20,good,False,5,,True,False,False,False,True,False,0
14724,585000,2987,92,0.6,2,Box Hill,14,new,False,12,,True,False,True,False,True,False,0
2866,530000,1705,93,4.3,1,St Kilda,20,good,False,15,,True,False,False,True,True,True,0
12275,588000,2141,82,0.0,1,Carlton,18,good,False,17,,False,False,False,False,False,True,0
14701,665000,2218,79,3.8,2,Brunswick,12,good,False,21,,False,False,True,False,True,,0
5114,694000,1554,92,0.8,2,Melbourne CBD,15,good,False,11,,False,False,False,False,True,,0
4409,634000,2011,78,12.5,2,Balwyn,22,needs TLC,False,29,,False,False,False,True,True,,0
6026,524000,1116,90,10.0,2,Sunbury,9,new,False,64,,True,False,False,True,False,True,0
9680,644000,1777,85,6.1,2,Box Hill,14,needs TLC,False,16,,True,,False,False,True,False,0
6891,636000,1718,86,0.9,2,Melbourne CBD,15,needs TLC,False,7,,True,True,False,False,True,True,0
7513,682000,2927,100,8.4,2,Richmond,16,new,False,5,,True,False,True,True,True,,1
1422,533000,3208,83,11.8,2,Sunbury,9,needs TLC,False,49,,False,False,False,True,True,False,0
11736,505000,1592,85,4.7,1,Footscray,10,good,False,5,,True,False,False,False,True,True,1
19320,784000,2076,114,21.8,3,Richmond,16,good,False,5,,True,True,True,False,True,,0
18014,495000,3638,121,16.3,3,Geelong,11,needs TLC,False,83,,False,,,True,True,,0
8001,625000,2551,86,6.1,2,Richmond,16,good,False,14,,True,True,True,False,True,,1
7103,664000,2864,83,11.1,2,Box Hill,14,good,False,37,,True,False,False,True,True,False,0
4350,508000,2366,82,5.6,1,St Kilda,20,good,False,17,,False,False,False,False,True,False,0
1661,827000,1985,140,11.8,4,Box Hill,14,good,False,25,,False,False,False,False,True,True,0
74,478000,1112,75,9.5,1,Box Hill,14,needs TLC,True,24,,True,False,False,False,False,False,0
1844,573000,1859,73,16.2,1,St Kilda,20,new,False,8,,True,False,False,True,False,,0
771,725000,3423,108,9.5,3,Richmond,16,good,False,29,,False,False,False,True,False,True,0
16905,383000,2771,96,2.8,2,Geelong,11,needs TLC,False,53,,True,False,True,False,True,True,0
1286,694000,2250,88,11.2,2,Melbourne CBD,15,good,False,19,,True,False,False,True,True,False,0
13135,438000,2565,95,9.4,2,Geelong,11,good,False,58,,True,True,,True,True,True,0
19894,736000,2978,118,14.8,3,Box Hill,14,good,False,38,,True,False,False,False,True,False,0
1942,876000,2382,136,6.7,4,Balwyn,22,new,False,40,,True,False,False,,True,False,0
18868,712000,1601,128,15.4,3,Brunswick,12,new,False,20,,True,True,False,True,True,True,0
9979,244000,1814,91,3.4,1,Geelong,11,new,False,68,,True,True,False,False,True,False,0
8266,533000,2881,72,0.7,1,Richmond,16,good,False,10,,True,False,False,,True,True,0
3398,550000,1802,76,9.4,2,Werribee,8,good,False,12,,True,False,True,True,True,True,0
10376,570000,1047,99,2.9,2,Werribee,8,good,False,46,,False,False,False,False,True,False,0
5065,774000,3132,121,9.1,3,Melbourne CBD,15,good,False,11,,True,True,,False,,False,1
19554,481000,3894,65,14.7,1,St Kilda,20,good,False,7,,True,True,False,False,True,True,0
4028,520000,3056,83,9.5,1,Balwyn,22,needs TLC,False,35,,False,,,False,True,,1
17511,632000,660,101,5.5,2,Carlton,18,new,False,21,,False,False,False,True,True,True,0
16910,670000,686,100,8.5,2,Carlton,18,good,False,13,,False,False,False,True,True,False,0
10666,465000,2914,109,0.8,3,Geelong,11,good,False,52,,True,True,False,True,False,False,0
5898,675000,762,96,7.8,2,Carlton,18,needs TLC,False,17,,False,False,False,False,False,False,0
14766,595000,1780,64,0.3,1,Melbourne CBD,15,needs TLC,False,15,,True,True,False,False,True,True,0
3964,650000,1903,83,10.1,2,Box Hill,14,good,False,25,,False,False,False,False,False,True,0
3938,795000,1712,87,19.4,3,Carlton,18,new,False,16,,True,False,False,False,False,True,0
10242,594000,2490,107,4.6,2,Balwyn,22,good,False,30,,True,False,,True,True,False,0
9821,832000,2319,107,7.8,3,Melbourne CBD,15,good,False,5,,True,False,False,False,True,True,0
1111,682000,2794,120,10.6,3,Werribee,8,good,False,59,,False,False,False,False,True,True,0
4415,432000,2608,96,7.9,2,Sunbury,9,needs TLC,False,47,,True,True,False,False,False,True,0
10192,375000,1093,63,8.1,1,Geelong,11,good,False,67,,True,True,True,False,False,,0
19072,565000,2628,78,7.4,2,Werribee,8,good,False,48,,False,False,False,False,True,False,0
19870,641000,245,90,11.0,2,St Kilda,20,good,False,17,,True,False,False,True,True,False,1
3147,622000,2931,95,9.5,2,Sunbury,9,new,False,34,,False,False,True,False,False,False,0
1378,404000,2573,95,8.4,2,Geelong,11,needs TLC,False,71,,,False,False,True,True,False,0
17246,534000,1328,79,8.9,1,Box Hill,14,good,False,12,,False,False,True,False,True,True,0
7508,489000,2628,86,20.4,1,Box Hill,14,good,False,30,,True,True,False,,True,False,0
145,906000,2680,130,11.5,4,Carlton,18,needs TLC,False,19,,False,False,False,False,False,True,0
6193,603000,2007,87,5.2,2,Box Hill,14,good,False,27,,True,False,False,True,False,False,0
3515,466000,2167,65,4.2,1,Werribee,8,new,False,28,,True,True,False,True,,False,0
14854,592000,1042,69,6.2,1,St Kilda,20,needs TLC,False,6,,True,True,False,False,False,True,0
7273,586000,1795,47,5.8,1,Carlton,18,good,False,5,,True,True,False,False,,True,0
6072,701000,2384,116,12.6,3,Werribee,8,good,False,34,,True,True,,True,True,True,0
15947,525000,8,87,4.8,2,Sunbury,9,good,False,36,,True,True,,False,False,True,0
15036,606000,2093,99,12.0,2,Balwyn,22,needs TLC,False,25,,True,,False,,True,False,1
15616,759000,2595,121,2.6,3,Footscray,10,good,False,33,,False,False,False,False,True,False,0
17198,536000,2362,62,3.7,1,Carlton,18,good,False,5,,False,True,False,False,True,True,0
14695,775000,764,112,12.8,3,Richmond,16,new,False,13,,,False,False,False,True,True,0
1831,678000,2896,121,5.2,3,Sunbury,9,good,False,25,,False,False,False,True,False,True,0
4182,669000,2845,134,14.1,3,Box Hill,14,good,False,33,,True,False,True,False,True,False,0
12874,696000,527,120,3.7,3,Box Hill,14,good,False,21,,,False,False,False,,False,0
10523,518000,3755,58,13.5,1,Richmond,16,good,False,6,,False,False,,True,True,False,0
5958,571000,1154,110,2.5,3,Geelong,11,needs TLC,False,49,,True,False,False,,False,True,0
17884,601000,2312,93,8.7,2,Footscray,10,new,False,14,,True,False,False,False,True,False,0
13895,693000,1972,91,3.5,2,Footscray,10,new,False,24,,True,False,False,False,False,True,0
1056,655000,2750,94,1.6,2,St Kilda,20,good,False,10,,True,True,False,True,False,True,0
9665,763000,2081,105,11.9,3,St Kilda,20,good,False,28,,True,False,False,True,True,True,0
595,658000,2040,111,10.0,2,Brunswick,12,good,False,21,,True,False,False,False,False,False,0
12514,487000,1589,91,4.2,2,Sunbury,9,good,False,32,,True,False,True,False,True,False,0
1526,455000,1487,76,6.3,1,Balwyn,22,needs TLC,False,21,,True,True,False,False,True,False,0
19856,636000,972,75,6.9,2,Balwyn,22,good,False,24,,False,False,False,False,True,False,1
5825,420000,2221,101,14.9,2,Geelong,11,new,False,68,,False,False,False,True,True,False,0
5155,550000,2544,88,13.7,2,Werribee,8,good,False,41,,True,False,False,False,True,True,0
9659,573000,2347,95,7.4,2,Sunbury,9,new,True,36,,True,False,False,True,True,True,0
13209,398000,2400,97,12.3,2,Geelong,11,new,False,57,,False,False,False,True,True,False,0
15661,550000,2196,87,12.3,2,Sunbury,9,needs TLC,False,17,,True,False,,False,True,True,0
19620,642000,3127,95,10.6,3,Werribee,8,needs TLC,False,41,,True,True,False,False,False,False,0
18198,548000,2990,96,5.4,2,Balwyn,22,needs TLC,False,36,,False,False,False,False,True,False,1
762,762000,1923,106,9.5,3,Richmond,16,good,False,14,,True,False,False,False,True,False,0
7825,420000,1303,115,6.6,2,Geelong,11,good,False,72,,False,False,False,False,True,True,0
14907,874000,2139,127,10.2,4,Balwyn,22,needs TLC,False,40,,True,False,False,False,False,False,0
12273,777000,2840,131,13.8,3,Melbourne CBD,15,good,False,5,,True,False,False,True,True,,0
15615,706000,2641,108,12.1,2,Richmond,16,good,False,28,,True,True,False,False,True,True,0
82,783000,2642,140,7.5,4,Brunswick,12,good,False,26,,True,,True,True,True,True,0
7043,722000,2369,80,0.5,2,Carlton,18,good,False,34,,False,False,,True,True,False,1
12059,656000,2440,88,1.6,2,Box Hill,14,good,False,7,,,False,False,False,,True,0
8725,481000,1813,114,5.7,2,Werribee,8,new,False,34,,False,False,True,False,False,False,0
959,556000,2476,83,10.2,2,Box Hill,14,new,False,30,,False,True,False,False,True,True,0
8665,383000,2821,76,15.1,1,Sunbury,9,good,False,39,,False,True,True,False,False,True,0
6610,492000,2507,101,1.4,2,Sunbury,9,new,False,53,,False,False,False,,False,False,0
15934,587000,1022,90,0.6,2,Richmond,16,new,False,9,,False,False,True,True,True,False,0
10754,738000,1866,112,14.2,3,Balwyn,22,good,False,48,,False,False,False,False,True,False,0
7239,644000,3156,85,5.3,2,St Kilda,20,good,False,34,,True,False,,False,True,False,0
16589,630000,1108,113,12.5,2,St Kilda,20,needs TLC,False,5,,True,False,False,False,True,True,0
15517,572000,2282,74,1.3,2,Balwyn,22,new,False,19,,False,False,True,False,False,False,0
3955,688000,1868,97,0.4,2,Richmond,16,good,False,20,,False,False,False,True,True,True,0
4404,721000,1332,115,0.1,3,Footscray,10,good,False,5,,,True,False,False,False,True,0
14886,883000,3226,147,0.2,4,Footscray,10,needs TLC,False,22,,False,True,False,True,True,False,0
17969,506000,1229,83,11.9,1,Richmond,16,good,False,18,,True,False,False,True,True,True,0
4512,490000,2589,73,3.7,1,Werribee,8,good,False,38,,True,False,False,True,True,True,0
15791,846000,2470,136,15.3,4,Richmond,16,good,False,30,,False,True,False,True,True,False,0
6858,651000,1406,107,7.1,2,Balwyn,22,good,False,24,,False,True,False,,False,False,0
5354,765000,2294,116,22.8,3,Melbourne CBD,15,needs TLC,False,5,,False,,False,False,True,False,0
4588,529000,1681,57,5.2,1,Balwyn,22,good,False,16,,True,False,False,True,False,False,0
16473,651000,1870,80,4.6,2,Footscray,10,good,False,5,,True,False,False,False,True,False,1
18348,591000,1921,76,2.9,1,Brunswick,12,good,False,31,,False,,False,False,True,True,0
11074,612000,1816,106,1.2,2,St Kilda,20,good,False,14,,,False,False,False,True,True,0
13786,769000,3377,122,19.2,4,Balwyn,22,new,False,15,,True,False,False,False,False,False,0
17029,666000,1347,94,0.1,2,Carlton,18,new,False,21,,True,False,False,True,True,True,0
11338,672000,3217,103,10.4,2,Brunswick,12,new,False,14,,False,False,True,True,True,True,1
3725,519000,3929,66,2.2,1,Box Hill,14,new,False,15,,False,True,True,False,True,True,0
1265,616000,3398,97,11.8,2,Richmond,16,good,False,8,,False,,False,False,True,,0
4868,655000,3178,80,6.4,2,Brunswick,12,needs TLC,False,16,,False,,False,False,,True,0
12439,641000,1942,96,3.9,2,Carlton,18,needs TLC,False,22,,False,,False,False,True,False,0
7256,729000,1676,109,18.8,2,Footscray,10,good,False,5,,True,False,False,False,False,False,0
13293,518000,2661,97,8.6,2,Werribee,8,good,False,56,,,True,False,False,True,,0
9793,614000,2791,90,14.4,2,Brunswick,12,needs TLC,False,23,,True,,False,False,,True,0
13904,917000,1319,140,16.4,4,Richmond,16,new,False,5,,True,False,False,True,,True,0
4375,634000,2540,132,6.9,2,Brunswick,12,new,False,20,,True,False,False,True,True,False,1
4088,655000,2429,89,9.3,2,Carlton,18,good,False,5,,False,False,,False,True,False,0
15604,916000,2195,136,12.2,4,Richmond,16,good,False,5,,True,False,False,,True,True,0
12815,516000,1838,80,6.4,2,Sunbury,9,needs TLC,False,49,,,True,False,,True,False,0
1898,788000,1179,128,0.9,3,Melbourne CBD,15,good,False,16,,False,True,False,False,,,0
12268,553000,2430,78,13.1,1,Richmond,16,new,True,5,,False,True,False,True,False,True,0
7417,679000,841,85,6.4,2,St Kilda,20,needs TLC,False,18,,True,False,False,False,False,False,0
17546,700000,2101,104,15.4,3,Box Hill,14,new,False,44,,False,True,False,False,False,False,0
12525,624000,3680,77,10.1,2,Box Hill,14,new,False,24,,True,True,False,True,,True,0
15501,751000,2845,108,10.8,3,St Kilda,20,needs TLC,False,5,,False,False,False,False,True,False,0
2530,731000,2985,115,24.3,3,Richmond,16,good,False,8,,False,False,False,True,True,True,0
14952,835000,3248,126,8.5,4,Footscray,10,needs TLC,False,31,,False,False,False,True,False,True,0
8105,641000,4843,89,14.9,2,Melbourne CBD,15,good,False,7,,False,True,False,False,True,True,0
6923,497000,678,95,8.2,2,Sunbury,9,good,False,65,,,True,False,False,True,False,0
